Вкус,Название_вкуса,Бренд,Рейтинг,Количество_оценок,Отзывы
Брусника,Wildberry MorsЯгодный морс,Element,3.7,24,22
Брусника,Клюквенно-брусничный,Hook (by Chabacco),3.5,18,17
Брусника,Брусничное Пюре,Сарма,4.2,14,14
Брусника,Cowberry LemonadeБрусничный лимонад,Spectrum,3.6,13,11
Брусника,Sour CowberryКислая брусника,Chabacco,4.4,10,9
Брусника,Кислая брусника,Chabacco,4,10,9
Брусника,SiberryСибирские ягоды,Element,2.4,9,9
Брусника,Радиевая бомба,Rustpunk,3.7,9,9
Брусника,Wildberry MorsЯгодный морс,Element,3.9,9,9
Брусника,Облепиха и брусника,Snobless,4.6,8,8
Брусника,Cowberry LemonadeБрусничный лимонад,Spectrum,2.8,7,7
Брусника,Морс,Jam,2.3,9,6
Брусника,SiberryСибирские ягоды,Element,3,6,6
Брусника,RED CRANCH,Split,4.3,6,5
Брусника,Karelian JuiceБрусничный морс,Aircraft,1,4,4
Брусника,Northern BerriesСеверные Ягоды,Chabacco,3.5,4,4
Брусника,Cranberry strike,Space Smoke,4.2,4,
Брусника,CowberryБрусника,Manual,2.5,2,
Брусника,Lingonberry,Manual,4.1,1,
Брусника,"Можжевельник, Брусника, Мята",Trava,3.1,1,
Брусника,"Брусника, Лайм, Мята, Лед",Trava,2.8,1,
Брусника,Red Currant Lingoberry CranberryСмородина Брусника Клюква,Ril,4.5,1,
Брусника,Berry BlastЯгодный взрыв,4:20,1,1,
Брусника,Acid JazzЛайм-томат-брусника,ATLAS,3,1,
Брусника,Berry JuiceЯгодный морс,Cobra,3.7,1,
Брусника,Red BilberryБрусничный морс,ASD Hookah,2.4,1,
Брусника,Брусника,Inferno,4,1,
Брусника,Бусинка,Табак X,1.6,1,
Брусника,"Russian FolkЧерника, смородина, брусника",Hit,0,0,
Брусника,Northern BerriesСеверные ягоды,Chaba,0,0,
Брусника,Брусника,Inferno,0,0,
Брусника,BrusnikaБрусника,HMT,0,0,
Брусника,Брусника,Inferno,0,0,
Брусника,Брусника,Kvist,0,0,
Бузина,Индиго,Nаш,4.1,44,42
Бузина,BassberryБассберри,DARKSIDE,4.1,38,37
Бузина,Elderberry ShockКислая бузина,Black Burn,3.7,36,36
Бузина,Бузина,Brusko,4.2,33,31
Бузина,ElderberryБузина,Chabacco,3.8,33,31
Бузина,ElderberryБузина,MUSTHAVE,4.1,22,20
Бузина,Яблоко-бузина,Nаш,3.4,22,19
Бузина,"Бурятский трипЖасмин, бузина, молоко",DARKSIDE,3.7,21,19
Бузина,Бузина,Северный,3.9,18,18
Бузина,BuzinaБузина,Element,4.2,18,18
Бузина,Bright sideЯркая сторона,Sapphire Crown,3.8,18,17
Бузина,RainmonadeЛимонадный дождь,Element,3.9,17,17
Бузина,"ВосточныйАнанас, молоко, бузина",DARKSIDE,3.8,18,16
Бузина,Деревенская дискотека до утраЭнергетик и бузина,МОЛОДОСТЬ,4.4,15,14
Бузина,ElderberryБузина,Duft,4.3,14,14
Бузина,ElderberryБузина,Chabacco,4.4,13,12
Бузина,Бузина,Сарма,4.4,11,10
Бузина,ElderberryБузина,Deus,3.6,11,10
Бузина,Melon ElderberryДыня Бузина,Palitra,4.3,10,10
Бузина,WitchВедьма,Satyr,4.4,12,7
Бузина,"Ленский трипЛемонграсс, клюква, бузина",DARKSIDE,3.6,10,
Бузина,Green Soda,Element,3.3,6,
Бузина,ElderberryБузина,Duft,4.3,6,
Бузина,Jasmine ElderberryЖасмин бузина,Twice,4.4,6,
Бузина,Elderfall,Element,3.2,6,
Бузина,Elder Flowers,Trofimoff’s,4.6,3,
Бузина,Ананас и тёмные ягоды,Morpheus,4.1,3,
Бузина,IndustriaУсердие,Душа,3.8,3,
Бузина,Gentle Berry,Sebero,5,2,
Бузина,Бузина,Brusko,3.5,2,
Бузина,Бузина,World Tobacco Original,4.5,1,
Бузина,BuzinaБузина,Baccar tobacco,4,1,
Бузина,ElderberryБузина,Chaba,4.5,1,
Бузина,Gentle BerryБузина и Морошка,Sebero,0,0,
Бузина,Deja VuБузина лайм,Smyrna,0,0,
Бузина,ElderberryБузина,Vector,0,0,
Виноград,Chupa GraperЧупа-виноград,Black Burn,4,188,174
Виноград,Grape SodaВиноградная газировка,Spectrum,4.1,142,135
Виноград,AraramАрарам,MUSTHAVE,4,105,94
Виноград,"Невский битЭнергетик, виноград, лайм",DARKSIDE,4,59,52
Виноград,Grape MeГрейп Ми,Smoke Angels,4.1,54,49
Виноград,Bubble FruitБабл-фрут,Sebero,3.9,49,47
Виноград,Виноградное желе,Starline,3.2,52,46
Виноград,Grape CoreГрейп Кор,DARKSIDE,3.7,50,46
Виноград,Ruby GrapeРубиновый виноград,MUSTHAVE,3.5,51,45
Виноград,Grape FizzВиноград,Duft,4.3,45,41
Виноград,Divine PeachБожественный персик,Smoke Angels,3.5,43,40
Виноград,Crystal GrapeКристал Грейп,DARKSIDE,4.1,42,39
Виноград,Garnet Grape,MUSTHAVE,4,39,36
Виноград,"Центральный битВиноград, лайм, клюква",DARKSIDE,3.2,35,34
Виноград,GrapeВиноград,Sebero,3.8,35,33
Виноград,Grape SodaВиноградная газировка,Spectrum,3.7,33,32
Виноград,"Berry VsВиноград, малина и смородина",DARKSIDE,3.9,31,30
Виноград,Ruby GrapesРубиновый виноград,Trofimoff’s,4.1,30,30
Виноград,Grape & FuriousВиноград и базилик,DARKSIDE,3.8,33,28
Виноград,Ягодные Леденцы,Brusko,3.9,32,28
Виноград,Grape MintМятный виноград,Element,4,29,
Виноград,Hard SilaСила,Хулиган,4,27,
Виноград,Ягодный,Nаш,3.6,27,
Виноград,"Чукотский вайбБарбарис, виноград, лайм",DARKSIDE,3.7,29,
Виноград,Юпих Hardhookah,Nаш,3.4,27,
Виноград,Grape ShakeВиноградный шейк,Spectrum,3.7,25,
Виноград,Чурчхела,Догма,4.1,24,
Виноград,Геройский виноград,Северный,3.3,25,
Виноград,GrapeВиноград,Al Fakher,3.6,21,
Виноград,SilaСила,Хулиган,3.5,23,
Виноград,Sweet RoseСладкая роза,Overdose,4,22,
Виноград,Виноград мята,Nаш,3.6,21,
Виноград,Aroma RumАрома-ром,Overdose,2.7,21,
Виноград,Виноградная жвачка,Original Virginia,3.2,20,
Виноград,Grape & MintМятный виноград,Element,4.3,20,
Виноград,Georgia GrapesГрузинский виноград,Satyr,3.2,21,
Виноград,Виноград-Гранат,Сарма,3.6,19,
Виноград,GulaЧревоугодие,Душа,3.4,19,
Виноград,Dr. GrapeВиноградная газировка,JOY.,3.1,18,
Виноград,Grape MeВиноград и мята,Jent,3.3,18,
Вишня,Cherry RocksЧерри Рокс,DARKSIDE,4.3,126,113
Вишня,Cherry-ColaВишня-кола,MUSTHAVE,3.3,78,71
Вишня,Vanilla FruitВанильный фрукт,Sebero,4.1,72,68
Вишня,Red CherryЧерешня,Afzal,4.1,66,62
Вишня,Nord StarКисло-сладкая вишня,MUSTHAVE,3.3,67,61
Вишня,Cherry ShockКислая вишня,Black Burn,3.2,63,59
Вишня,Maraschino CherryВишня Мараскино,Overdose,4.2,58,53
Вишня,Вишневый лимонад,Brusko,3.8,53,51
Вишня,CherryВишня,Bonche,3.8,50,50
Вишня,Сакура,Догма,4.4,51,48
Вишня,KriekКрик,Trofimoff’s,3.8,46,45
Вишня,Последний самурай,Nаш,3.6,46,43
Вишня,Вишневая девятка,Северный,3.7,44,41
Вишня,Cherry JuiceВишневый сок,Duft,3,41,41
Вишня,Cherry CocaВишнёвая кола,Satyr,4.2,43,40
Вишня,"Онежский панчГранат, вишня, малина",DARKSIDE,3.6,41,37
Вишня,Cherry GardenВишневый сад,Black Burn,2.9,41,37
Вишня,Ice CherryЛедяная вишня,Satyr,4.2,39,37
Вишня,Sour CitrusКислый цитрус,Sebero,3.9,39,36
Вишня,Garnet CherryГранат-Вишня,Sebero,3.9,39,36
Вишня,Code CherryКод Черри,DARKSIDE,3.2,36,
Вишня,Angel TitsДесертная вишня,Satyr,4,35,
Вишня,Мараскино черри,Nаш,3.9,37,
Вишня,Cherry JuiceВишневый сок,MUSTHAVE,3.9,33,
Вишня,Cherry ColaВишневая кола,Chabacco,2.2,33,
Вишня,Вишнёвый сокВишнёвый сок,Jam,4.1,30,
Вишня,Деревенская вишня,Сарма,4.4,31,
Вишня,Bitter CherryГорькая вишня,Sapphire Crown,3.7,31,
Вишня,Maraschino Cherry,Tangiers,4.5,31,
Вишня,Напиток крюшон,Сарма,3.7,29,
Вишня,Drunk CherryПьяная вишня,Spectrum,3.8,28,
Вишня,Little BigЛиттл биг,Fake,4.1,30,
Вишня,Maraschino CherryМараскиновая вишня,Duft,3.8,27,
Вишня,Малина-Вишня,Сарма,4.1,29,
Вишня,Вишневая кола,Jam,3.9,28,
Вишня,HooliganХулиган,Afzal,3.9,27,
Вишня,Sour JellyКислое желе,Chabacco,2.7,27,
Вишня,Вишневый Стиморол,Северный,4.4,25,
Вишня,CherryВишня,Satyr,4.2,26,
Вишня,Вишня,Северный,4.3,25,
Вишня,Мамба,Nаш,3.1,25,
Вишня,"ЗападныйКола, вишня, грейпфрут",DARKSIDE,3.6,24,
Вишня,Dezzert CherryДесертная вишня,Spectrum,3.2,24,
Вишня,"Окский чиллВишня, печенье, крем",DARKSIDE,3.8,25,
Вишня,CherryВишня,Chabacco,3.7,23,
Вишня,Сакура,Догма,3.7,21,
Вишня,Fresh TimeВремя свежести,Sebero,3.7,22,
Вишня,Cherry BoomКислая вишня,Хулиган,1.6,21,
Вишня,Cherry JellyВишневое желе,Deus,3.7,21,
Вишня,Wild CherryДикая вишня,Chabacco,4,20,
Вишня,Hard Cherry BoomКислая вишня,Хулиган,3.5,19,
Вишня,Scarlett QueenКоролева Скарлет,Split,4.4,20,
Вишня,Пепси Вишня,Сарма,4,19,
Вишня,"ОстровнойВишня, клюква, виски",DARKSIDE,3.7,19,
Вишня,CherryВишня,Element,3.8,18,
Вишня,Cherry MacaroonМакарун с вишней,Banger,2.9,17,
Вишня,Вишня,Brusko,3.4,17,
Вишня,CherryВишня,Al Fakher,2.7,17,
Вишня,"Lotus BerryЛотос, вишня, земляника",Overdose,3.6,18,
Вишня,Puer & CherryПуэр с вишней,Chabacco,4,17,
Голубика,Bubble FruitБабл-фрут,Sebero,3.9,49,47
Голубика,BrumblebeeБрамблби,Overdose,2.9,33,32
Голубика,Голубика,Nаш,3.9,23,23
Голубика,Морозная голубика,Северный,4.2,19,19
Голубика,Blue BerryГолубика,Khan Burley,4.2,12,11
Голубика,BlueberryГолубика,Sebero,3.8,11,10
Голубика,Very PeriЕжевика и голубика,Sebero,2.3,8,8
Голубика,BlueberryЧерника голубика,Palitra,4.3,5,5
Голубика,Berry Tic-TacЯгодный Тик Так,Tabu Team,4.8,4,4
Голубика,ГОLУБИКАГолубика,Nаш,3.9,3,3
Голубика,Голубика Пеппер Бери,Ronin,4.5,3,3
Голубика,Компот без консервантов,Табабка,4.1,3,3
Голубика,"Berry PopМалина, голубика, лемонграсс",Hit,3.3,1,1
Голубика,Katy BerryСпелая голубика,Vinyl,4.7,1,1
Голубика,Голубика,Hypreme,4.5,1,1
Голубика,Ягодный микс и голубика,Hypreme,4,1,1
Голубика,BlueberryГолубика,Tangiers,1,1,1
Голубика,Голубиковый,Энтузиаст,4.3,1,1
Голубика,Blue LitГолубика с холодком,Eternal Smoke,2.1,1,1
Голубика,Ice Grape BerryВиноград ягоды,4:20,3.8,1,1
Голубика,Blue Mountain,Vega,3,1,
Голубика,"Tropical BluesГолубика, апельсин, манго",Hit,0,0,
Голубика,Katy BerryСпелая голубика,Vinyl,0,0,
Голубика,Katy BerryСпелая голубика,Vinyl,0,0,
Голубика,Смузи из синих ягод,CBX,0,0,
Голубика,Голубика,Hypreme,0,0,
Голубика,M15 Wild BerriesЛесные ягоды,Milano,0,0,
Голубика,Blue DreamГолубая дяня,Smyrna,0,0,
Голубика,BlueberryГолубика,Space Smoke,0,0,
Голубика,Blueberry BlueГолубика,Vega,0,0,
Голубика,Lagoon Ice BarЛедяная лагуна,Maldiva,0,0,
Голубика,Open SpaceОупен спейс,Exit,0,0,
Голубика,Голубика,D-Gastro,0,0,
Гуарана,Синергет,Codex Nubium,3.8,14,14
Гуарана,Thai PowerТайская сила,Duft,3.5,12,11
Гуарана,GuaranaГуарана,Afzal,3.1,6,6
Гуарана,GuaranoГуарана,Zomo,3.4,3,3
Гуарана,Ice Acai Guarana,Fasil,3.4,3,2
Гуарана,Power drink,Jibiar,4.6,1,1
Гуарана,Guarana & Forest BerriesГуарана + Лесные ягоды,Ril,2.8,1,1
Гуарана,GuaranaГуарана,Gixom,0,0,0
Гуарана,Lychee Guarana,Fasil,0,0,0
Гуарана,Guarana,Fasil,0,0,0
Ежевика,Purple HazeПёпл хейз,Smoke Angels,3.5,59,59
Ежевика,BlackberryЕжевика,MUSTHAVE,3.1,54,51
Ежевика,Blackberry WineЕжевичное вино,Deus,3.3,41,39
Ежевика,Blackberry LemonadeЕжевичный лимонад,Black Burn,2.8,36,34
Ежевика,MEXЕжевичная маргарита,Хулиган,3.8,35,32
Ежевика,BrumblebeeБрамблби,Overdose,2.9,33,32
Ежевика,HARD MEXЕжевичная маргарита,Хулиган,3.2,26,26
Ежевика,BlackberryБлэкберри,DARKSIDE,3.1,26,21
Ежевика,Black YagodaЕжевика,Mattpear,4.1,19,19
Ежевика,"Гол в девяткуЕжевика, клубника, каламанси",МОЛОДОСТЬ,4.6,18,18
Ежевика,BlackberryЕжевика,Satyr,4.2,19,16
Ежевика,Ежевика,Jam,3.4,17,15
Ежевика,Black VioletЧерный фиолетовый,Split,4,13,13
Ежевика,Малина-Ежевика,Chabacco,2.7,11,9
Ежевика,BlackberryЕжевика,Element,3.2,10,9
Ежевика,Ежевика,Starline,3.1,9,9
Ежевика,StormhunterШтормхантер,Split,3.8,9,8
Ежевика,Very PeriЕжевика и голубика,Sebero,2.3,8,8
Ежевика,BlackberryЕжевика,Afzal,3.2,8,7
Ежевика,Ежевичный лимонад,Original Virginia,3.7,6,6
Ежевика,Straw Black Berries,Palitra,4.1,5,
Ежевика,BlackberryЕжевика,Endorphin,3.2,5,
Ежевика,BlackberryЕжевика,Element,2.7,5,
Ежевика,BlackberryЕжевика,Urban Soul,3.1,5,
Ежевика,Chill-out mixЧилаут,Табак Шпаковского,1.9,5,
Ежевика,Ежевика,Snobless,4.7,4,
Ежевика,Brambleberry,Tangiers,4.3,4,
Ежевика,Blackberry,Tangiers,3.2,4,
Ежевика,BlackberryЕжевика,Adalya,2.9,4,
Ежевика,Berry BlackЕжевика,Sebero,2.8,4,
Ежевика,Ананас и тёмные ягоды,Morpheus,4.1,3,
Ежевика,Kashmir Black,Tangiers,4,3,
Ежевика,Blackberry-Banana,Adalya,3.3,3,
Ежевика,Ежевика,Сарма,3.7,3,
Ежевика,BlackberryБлэкберри,DARKSIDE,3.5,3,
Ежевика,Blackberry-BananaЕжевика-банан,Neon Blend,4.8,2,
Ежевика,Блю вакцина,Табак X,1.5,2,
Ежевика,KissКисс,Enigma,4.3,2,
Ежевика,Ежевика,Inferno,3.1,2,
Ежевика,Frosty BlackberryЛедяная ежевика,Alkasar,1,1,
Земляника,Strawberry-LycheeКлубника-личи,MUSTHAVE,4,98,86
Земляника,Cookie MonsterЗемляничное печенье,Element,4.2,57,53
Земляника,Клубяна,Догма,4.3,50,50
Земляника,Wild StrawberryДикая земляника,Trofimoff’s,4.5,52,48
Земляника,SmallberryЗемляника,Spectrum,3.7,49,46
Земляника,Земляника,Nаш,4.1,50,45
Земляника,Masha & BearМаша и медведь,Duft,4,43,41
Земляника,"DarksherpКипарис, клюква, земляника",DARKSIDE,3.5,43,38
Земляника,PeachberryПерсик и земляника,Black Burn,3.6,40,37
Земляника,Земляничное печенье,Сарма,3.9,36,35
Земляника,"Карельский панчЧерника, земляника, малина",DARKSIDE,3.5,34,31
Земляника,"Столичный битКлюква, земляника, лайм",DARKSIDE,3.3,33,31
Земляника,Wild StrawberryЗемляника,Bonche,4.3,32,31
Земляника,Wild StrawberryЗемляника,Chabacco,4.3,30,29
Земляника,"Волжский чиллЧизкейк, черника, земляника",DARKSIDE,3.6,29,26
Земляника,Земляника,Северный,4.1,26,26
Земляника,"Ладожский вайбКиви, мармелад, земляника",DARKSIDE,2.7,25,23
Земляника,Cookie MonsterЗемляничное печенье,Element,4.3,24,22
Земляника,DedushkaДедушка,Satyr,3.5,25,21
Земляника,Красный,Северный,4.4,21,21
Земляника,"MarmeladnoМармелад, земляника, киви",JOY.,3.1,21,
Земляника,Wild StrawberryЗемляника,Kraken,4.4,19,
Земляника,ЗЕМLЯНИКА ЛЕМОНГРАССЗемляника лемонграсс,Nаш,3.8,20,
Земляника,"СвободныйВафли, земляника, дыня",DARKSIDE,3.4,19,
Земляника,Wild StrawberryДикая земляника,Trofimoff’s,4.2,19,
Земляника,Земляника,Starline,3.1,19,
Земляника,SmallberryЗемляника,Spectrum,3.8,18,
Земляника,Typical MilkshakeТипичный милкшейк,Khan Burley,3.3,17,
Земляника,"Lotus BerryЛотос, вишня, земляника",Overdose,3.6,18,
Земляника,Wild StrawberryДикая земляника,Overdose,3.8,17,
Земляника,Alpine StrawberryАльпийская земляника,Sapphire Crown,4,16,
Земляника,Saint-tropezСан-Тропе,Banger,3.4,15,
Земляника,Роборука,Rustpunk,4,15,
Земляника,SkazkaСказочная земляника,Satyr,4.5,14,
Земляника,Challenge mixЧелендж микс,Табак Шпаковского,4.1,14,
Земляника,Клубнично-земляничный джем,Jam,4.4,14,
Земляника,Wild JamЗемлянично-персиковый джем,Element,2.6,12,
Земляника,Малистер,Codex Nubium,4.2,11,
Земляника,Малиновый руби,Северный,4.1,12,
Земляника,BerrymoreЗемляника и черника,Element,3.2,11,
Земляника,Pink MelonРозовая дыня,Khan Burley,3.7,10,
Земляника,Земляника,Inferno,4.7,10,
Земляника,Wild StrawberryЗемляника,Kraken,4.6,9,
Земляника,YangmeiКитайская земляника,Element,3.7,8,
Земляника,Земляника Крыжовник,Original Virginia,4.4,8,
Земляника,Wild Pearl,Duft,3.5,8,
Земляника,Pink KingРозовый Коктейль,Malaysian Mix,3.7,8,
Земляника,StrawberriesЗемляника,World Tobacco Original,4.4,8,
Земляника,Земляника крыжовник,Original Virginia,3.7,8,
Земляника,Земляника,Inferno,4.8,7,
Земляника,StrawberriesЗемляника,World Tobacco Original,3.8,7,
Земляника,Таежная земляника,Сарма,3.9,7,
Земляника,Juicy WildberryДикая земляника,Burn,2.7,6,
Земляника,Ягодный смузи,Bliss,4.3,6,
Земляника,Wild JamЗемлянично-персиковый джем,Element,2.7,5,
Земляника,Straw Black Berries,Palitra,4.1,5,
Земляника,HumanitasДоброта,Душа,3.5,5,
Земляника,Рассвет на крышеЗемляника,МОЛОДОСТЬ,4.2,5,
Земляника,Masha & BearМаша и медведь,Duft,4.1,5,
Земляника,Lil' Charm,Duft,4,5,
Игра,BerserkИрга,DARKSIDE,3.9,54,52
Игра,Ирга,Punk,0,0,0
Кизил,AcidКизил,DARKSIDE,3.8,37,36
Кизил,Кизил,Snobless,4.4,7,7
Кизил,Red flag,Sebero,4.3,3,2
Кизил,Death Star,Vacuum,5,1,1
Кизил,Space Worm,Vacuum,4.5,1,1
Кизил,Кизил,Vacuum,5,1,1
Кизил,Red StarКизил,Just Original,4,1,1
Кизил,Red flagКизиловая конфета,Sebero,0,0,0
Клубника,PinkmanПинкман,MUSTHAVE,4,452,411
Клубника,RocketmanРакета,MUSTHAVE,3.8,140,129
Клубника,MalibuМалибу,Black Burn,4,88,81
Клубника,StrawberryКлубника,Sebero,4.1,78,75
Клубника,OG Клуб,Хулиган,4.4,81,74
Клубника,Strawberry JamКлубничный джем,Black Burn,3.8,75,70
Клубника,Байкальская клубника,Сарма,4.4,70,70
Клубника,SexyСекси,Banger,4.1,70,67
Клубника,DarksideТемная сторона,Deus,4.2,69,62
Клубника,StrawberryКлубника,MUSTHAVE,4.2,62,61
Клубника,Пина Колада,Brusko,4.2,64,60
Клубника,Клубничный мильфей,Starline,3.8,67,59
Клубника,Алоэ клубника,Nаш,4,60,56
Клубника,Белая клубника,Nаш,3.5,51,49
Клубника,Love isЛав из,Deus,3.7,50,48
Клубника,Your GraceКлубника и специи,Jent,4.2,57,47
Клубника,Клубничный джем,Brusko,3.8,50,46
Клубника,Strawberry CoconutКлубника Кокос Эвкалипт,Black Burn,3.7,50,44
Клубника,Mohito YotaМохито и клубника,DARKSIDE,3.8,49,44
Клубника,Russian RaspberryРусская малина,Spectrum,4,45,43
Клубника,Space JamСпейс Джем,DARKSIDE,3.3,44,
Клубника,BluemistБлю мист,Banger,3.9,40,
Клубника,TopТоп,Sebero,4.1,38,
Клубника,Розовый фламинго,Северный,4.3,40,
Клубника,EkzoЭкзо,Element,2.9,37,
Клубника,StrawberryКлубника,Bonche,3.7,36,
Клубника,StrawberryКлубника,Deus,3.9,35,
Клубника,BrumblebeeБрамблби,Overdose,2.9,33,
Клубника,Bana-nascarБанан и клубника,DARKSIDE,3.9,33,
Клубника,Red HoodКрасная шапочка,Satyr,3.8,33,
Клубника,Hard OG КлубОу Джи Клуб,Хулиган,4.3,33,
Клубника,ClubКлубничная газировка,Хулиган,3.5,31,
Клубника,"Citrus WaveЛимон, лайм, клубника",DARKSIDE,3.9,30,
Клубника,Fruit IceФруктовый лед,Chabacco,2.9,31,
Клубника,Sugar DaddyПапик,Fake,3.7,30,
Клубника,ПососиКлубничный джем,Duft,2.6,27,
Клубника,Jelly FruitДжели-фрут,Sebero,4.2,28,
Клубника,TarragonЭстрагон,Sebero,3.7,28,
Клубника,Tropic BerryТропическая ягода,Sebero,4.1,27,
Клубника,Strawberry MojitoКлубничный мохито,Chabacco,2.8,27,
Клюква,CosmosКосмос,DARKSIDE,4,82,76
Клюква,Царь клюква,Северный,4.4,77,75
Клюква,Cranberries in powdered sugarКлюква в сахарной пудре,Chabacco,3.5,70,65
Клюква,"Северный трипБазилик, клюква, малина",DARKSIDE,3.8,57,53
Клюква,CranberryКлюква,MUSTHAVE,3.8,46,43
Клюква,KlyukovkaНастойка «Клюковка»,Jent,4.3,46,42
Клюква,"DarksherpКипарис, клюква, земляника",DARKSIDE,3.5,43,38
Клюква,NordberryНордберри,DARKSIDE,4.1,40,36
Клюква,Northern BerriesСеверные Ягоды,Chabacco,3.6,37,35
Клюква,Cranberry ShockКлюква,Black Burn,3.9,36,34
Клюква,"Центральный битВиноград, лайм, клюква",DARKSIDE,3.2,35,34
Клюква,Сахарная клюква,Nаш,3.5,33,32
Клюква,"Столичный битКлюква, земляника, лайм",DARKSIDE,3.3,33,31
Клюква,Sweet cometСвит Комет,DARKSIDE,3.2,35,30
Клюква,Брусника-клюква,Сарма,4.1,34,30
Клюква,Acid ShakeКислый напиток,Spectrum,3.9,29,27
Клюква,Клюквиум,Starline,2.8,28,25
Клюква,Sour JellyКислое желе,Chabacco,2.7,27,25
Клюква,Wildberry MorsЯгодный морс,Element,3.7,24,22
Клюква,HellberryМалина-клюква,Fake,4.4,20,19
Клюква,"Камчатский панчГруша, чай, клюква",DARKSIDE,3.4,20,
Клюква,"ОстровнойВишня, клюква, виски",DARKSIDE,3.7,19,
Клюква,Клюквенно-брусничный,Hook (by Chabacco),3.5,18,
Клюква,"Охотский шейкКлюква, сорбет, арбуз",DARKSIDE,3.4,18,
Клюква,Первая дракаКлюквенный лимонад,МОЛОДОСТЬ,3.8,17,
Клюква,North BerryКлюква,Satyr,3.5,18,
Клюква,Ягодное вино,Leteam,3.9,17,
Клюква,CosmosКосмос,DARKSIDE,4,18,
Клюква,Sour CranberryКислая клюква,Spectrum,3.1,16,
Клюква,SournessКлюква,Sebero,4.1,14,
Клюква,"Поезд: Москва - Санкт-ПетербургКлюква, асаи, алоэ",МОЛОДОСТЬ,4.5,15,
Клюква,"ПолярныйКлюква, яблоко, груша",DARKSIDE,3.7,15,
Клюква,CranberryКлюква,Afzal,4,11,
Клюква,CranberryКлюква,Endorphin,3.7,11,
Клюква,Cola-DragonCola-Dragon,Adalya,2.8,10,
Клюква,Sweet CometСвит Комет,DARKSIDE,3,10,
Клюква,Клюква джин,Morpheus,4.1,10,
Клюква,SiberryСибирские ягоды,Element,2.4,9,
Клюква,Радиевая бомба,Rustpunk,3.7,9,
Клюква,Wildberry MorsЯгодный морс,Element,3.9,9,
Княженика,Княженика,Сарма,4.3,47,44
Княженика,SiberryСибирские ягоды,Element,2.4,9,9
Княженика,SiberryСибирские ягоды,Element,3,6,6
Красная смородина,Shock Currant ShockШок Смородина Шок,Black Burn,3.5,77,74
Красная смородина,Red CurrantКрасная смородина,Trofimoff’s,4.5,45,43
Красная смородина,CurrantСмородина,Element,3.9,25,24
Красная смородина,It’s Not Black CurrantНе черная смородина,Black Burn,2.9,24,23
Красная смородина,Красная смородина,Северный,3.4,24,22
Красная смородина,Red CurrantКрасная смородина,Chabacco,3.6,23,22
Красная смородина,Berry BombЯгодный взрыв,Spectrum,4.1,21,18
Красная смородина,Currant WOW,Jent,4.1,19,18
Красная смородина,RedberryРедберри,DARKSIDE,3.1,16,15
Красная смородина,"RRBМалина, смородина, черника",Sebero,4.6,15,15
Красная смородина,CurrantСмородина,Banger,3.6,16,14
Красная смородина,CurrantСмородина,Element,4.5,15,12
Красная смородина,Red CurrantКрасная смородина,Duft,4.1,12,10
Красная смородина,Jelly berryЯгодный кисель,Spectrum,3.9,11,10
Красная смородина,Красная смородина,Jam,3.6,9,8
Красная смородина,FundraiserФандрайзер,Split,4.1,8,7
Красная смородина,Red CurrantКрасная смородина,Chabacco,3.1,8,7
Красная смородина,Red CurrantКрасная смородина,Trofimoff’s,3.5,7,7
Красная смородина,Морс,Jam,2.3,9,6
Красная смородина,Ягодный лимонад,Leteam,3.5,8,5
Красная смородина,Ягодный смузи,Bliss,4.3,6,
Красная смородина,Cold GrenadaХолодная гренада,Muassel,4.5,5,
Красная смородина,Красная смородина,Original Virginia,3.4,5,
Красная смородина,RedberryРедберри,DARKSIDE,3.7,5,
Красная смородина,Berry Tic-TacЯгодный Тик Так,Tabu Team,4.8,4,
Красная смородина,Don't be shy,Duft,3.9,4,
Красная смородина,Красная смородина,Original Virginia,3.5,4,
Красная смородина,Красная смородина,Original Virginia,4.2,3,
Красная смородина,SmorodinaСмородина,Punk,3.5,2,
Красная смородина,Красная смородина,Original Virginia,3.4,2,
Красная смородина,Red CurrantКрасная смородина,Just Original,3,2,
Красная смородина,Red CurrantКрасная смородина,Venom,3.8,2,
Красная смородина,Ледяная смородина,Brusko,3.3,2,
Красная смородина,Monastic BerryМонастырская ягода,Puer,2.9,2,
Красная смородина,"Красная смородина, Лесные ягоды",Trava,3,1,
Красная смородина,Red Currant Lingoberry CranberryСмородина Брусника Клюква,Ril,4.5,1,
Красная смородина,Red CurrantКрасная смородина,Duft,3,1,
Красная смородина,Красная смородина и гранат,Devil Cook (табак),3,1,
Красная смородина,Компот,СССР,4,1,
Красная смородина,Still Smokin,Haze,3,1,
Красная смородина,Красная смородина,Nur,0,0,
Красная смородина,Красная смородина,Nur,0,0,
Красная смородина,Red CurrantКислая красная смородина,Prime,0,0,
Красная смородина,Rich BerryБелая смородина,Insite,0,0,
Красная смородина,Red CurrantКрасная смородина,4:20,0,0,
Красная смородина,Currant ShockСмородиновый шок,Malaysian Mix,0,0,
Красная смородина,Яблоко и красная смородина,Devil Cook (табак),0,0,
Красная смородина,Red CurrantКрасная смородина,Magnum,0,0,
Красная смородина,RedcurrantКрасная смородина,Fresh,0,0,
Красная смородина,Красная смородина,Bright Tea,0,0,
Красная смородина,RedberryКрасная смородина,Fusion,0,0,
Красная смородина,Красная смородина,D-Gastro,0,0,
Красная смородина,Красная смородина,D-Mini,0,0,
